date,country,position,streams,artists,artist_genres,duration,explicit,name
2021/09/09,ae,102,13112,Tate McRae,pop,169265,True,you broke me first
2022/10/13,lu,155,3911,"The Weeknd, Daft Punk","filter house, electro, pop, canadian pop, canadian contemporary r&b",230453,True,Starboy
2019/11/07,se,98,193924,Billie Eilish,"art pop, pop, electropop",196077,False,when the party's over
2018/04/26,nz,185,39354,"David Guetta, Afrojack, Charli XCX, French Montana","candy pop, electropop, progressive electro house, gangster rap, trap, southern hip hop, big room, post-teen pop, pop rap, tropical house, dance pop, metropopolis, uk pop, hip hop, pop dance, edm, dutch house, electro house, art pop, rap, pop",172687,True,Dirty Sexy Money (feat. Charli XCX & French Montana)
2018/07/26,pt,136,23590,"Daddy Yankee, Natti Natasha, Becky G, Bad Bunny","latin viral pop, pop, dance pop, latin hip hop, reggaeton, latin pop, rap latina, trap latino",242160,False,Dura - Remix
2015/07/09,au,43,102931,Vance Joy,"pop, folk-pop",230506,False,Georgia
2015/08/06,dk,123,49031,"Meek Mill, Chris Brown, Nicki Minaj","pop rap, queens hip hop, southern hip hop, pop, hip pop, r&b, philly rap, dance pop, trap, hip hop, rap",223973,True,All Eyes on You (feat. Chris Brown & Nicki Minaj)
2015/01/11,dk,153,34632,"Katy Perry, Juicy J","pop rap, gangster rap, crunk, southern hip hop, pop, trap, dirty south rap, dance pop, memphis hip hop, hip hop, rap",215672,False,Dark Horse
2020/12/31,uy,167,15298,"Jhayco, Bad Bunny","reggaeton, trap latino",227520,True,CÓMO SE SIENTE - Remix
2018/12/13,gb,178,435890,"Kendrick Lamar, SZA","pop, conscious hip hop, west coast rap, r&b, hip hop, rap",232186,True,All The Stars (with SZA)
2022/07/14,cz,171,37427,"Joel Corry, Jax Jones, Charli XCX, Saweetie","pop, pop rap, uk pop, uk dance, trap queen, edm, electro house, post-teen pop, art pop, pop dance, house, tropical house, candy pop, electropop, metropopolis, cali rap, dance pop, rap",162603,False,OUT OUT (feat. Charli XCX & Saweetie)
2020/04/16,gr,162,18689,Tory Lanez,"pop rap, melodic rap, pop, canadian trap, toronto rap, r&b, canadian hip hop, trap, rap",174848,True,Stupid Again
2018/01/11,ar,53,337934,"Luis Fonsi, Daddy Yankee","trap latino, latin hip hop, reggaeton, latin pop, puerto rican pop",228200,False,Despacito (Featuring Daddy Yankee)
2019/12/26,bg,29,11227,Boro Purvi,"bulgarian hip hop, bulgarian pop",187995,True,Куча марка
2020/08/13,th,30,195317,Earth Patravee,"thai teen pop, thai pop, thai indie pop",216162,False,หวง (You're Mine)
2019/03/07,id,120,178888,Rex Orange County,"bedroom pop, pop",262231,True,Best Friend
2019/08/15,us,129,1765228,5 Seconds of Summer,"pop, boy band, post-teen pop, dance pop, uk pop",203417,False,Youngblood
2019/06/20,fi,99,76773,"Julma Henri, Jiiaa, Raappana","finnish reggae, finnish dance pop, finnish hip hop, suomirap",180500,False,Kesä tule taas (feat. Raappana)
2018/09/20,es,111,256398,Dua Lipa,"dance pop, pop, uk pop",217946,True,IDGAF
2021/07/15,ro,180,15949,Doja Cat,"dance pop, pop",172626,True,Woman
2021/07/08,ru,149,94588,"ANIKV, SALUKI","russian pop, russian trap, russian alt pop, russian hip hop",253598,False,Меня не будет
2019/02/21,at,165,27660,"Capital Bra, King Khalil","german underground rap, german hip hop, deep german hip hop",160400,True,Kennzeichen B-TK
2022/10/27,za,106,42701,"Sam Deep, Playgal, De Mthuda, Babalwa M, Sipho Magudulela","amapiano, south african pop, south african house, afro soul",382605,False,Kusezo Khanya
2022/06/02,cz,49,69149,P T K,"czech hip hop, czsk hip hop",216000,True,GET DAT BAG
2016/09/08,fr,185,74517,"Fifth Harmony, Fetty Wap","pop rap, southern hip hop, girl group, talent show, pop, new jersey rap, rap, uk pop, dance pop, trap, post-teen pop",210573,False,All In My Head (Flex) (feat. Fetty Wap)
2022/04/14,cz,92,52416,Nik Tendo,"czech hip hop, czsk hip hop",128371,True,S.P.J.D.
2015/10/01,pl,79,22510,Imagine Dragons,"modern rock, rock",175200,False,Demons
2017/03/23,se,153,150747,Lauv,"dance pop, pop, electropop",189333,False,The Other
2020/01/16,lu,163,2981,"The Cratez, Bausa, Maxwell, Joshi Mizu","german hip hop, deep german hip hop",162650,True,Skifahren (feat. Joshi Mizu)
2015/02/08,cl,114,21376,David Guetta,"edm, pop, pop dance, dance pop, big room",191412,False,Shot Me Down (feat. Skylar Grey) - Radio Edit
2020/07/23,ph,61,355607,Jeremy Zucker,"electropop, pop",181613,False,comethru (bonus track)
2015/05/07,global,67,2588338,Maroon 5,pop,189973,False,Maps
2018/04/05,no,171,71044,Sigrid,norwegian pop,184320,False,Don't Kill My Vibe
2019/06/06,ch,156,44110,"Anuel AA, KAROL G","trap boricua, reggaeton flow, trap latino, reggaeton, reggaeton colombiano",258800,False,Secreto
2020/11/12,sv,103,18563,"Farruko, Sech, Myke Towers, Jay Wheeler, Tempo","latin hip hop, reggaeton, panamanian pop, reggaeton flow, trap latino",294240,False,La Tóxica (feat. Jay Wheeler & Tempo) - Remix
2014/02/09,ee,8,5693,"Eminem, Rihanna","pop, urban contemporary, detroit hip hop, barbadian pop, dance pop, hip hop, rap",250906,True,The Monster
2022/06/30,vn,146,46101,My Anh,"indie viet, v-pop",172872,False,Nhìn Những Mùa Thu Đi
2019/05/30,nl,80,317707,"Jax Jones, Martin Solveig, Madison Beer, Europa","pop, pop rap, uk pop, uk dance, alt z, edm, electro house, post-teen pop, filter house, pop dance, vocal house, house, tropical house, electropop, disco house, dance pop",169303,False,All Day And Night - Jax Jones & Martin Solveig Present Europa
2014/06/01,lt,25,4263,Lorde,"pop, yakut pop, nz pop, art pop, metropopolis",193058,False,Team
2022/01/20,tr,1,2468915,UZI,turkish trap,164000,False,PAPARAZZI
2019/03/07,fr,137,302396,XXXTENTACION,"miami hip hop, emo rap",166605,True,SAD!
2021/12/02,sg,69,73811,Conan Gray,"bedroom pop, pop",198040,False,Heather
2015/02/08,pl,64,27441,"Deorro, DyCy, Adrian Delgado","dance pop, progressive electro house, edm, pop dance, electro house, melbourne bounce international, melbourne bounce",270053,False,Perdoname (feat. DyCy & Adrian Delgado)
2019/05/02,fr,197,250635,"Vegedream, Dadju","pop urbaine, francoton, french hip hop",221355,False,Calimero
2017/12/28,be,26,101495,"Dimitri Vegas & Like Mike, W&W","big room, tropical house, dance pop, belgian edm, dutch trance, electro house, progressive electro house, trance, belgian dance, pop dance, edm",159428,False,Crowd Control - Radio Edit
2016/08/18,us,80,1694568,Meghan Trainor,"pop, hip pop, post-teen pop, dance pop, uk pop",181240,False,Me Too
2019/10/10,dk,118,80007,NLE Choppa,memphis hip hop,148759,True,Camelot
2021/12/30,no,68,142921,Band Aid,musical advocacy,222533,False,Do They Know It's Christmas? - 1984 Version
2022/04/07,cl,1,6955503,"Ak4:20, Pailita, Cris Mj","drill chileno, urbano chileno, mambo chileno",232000,False,Me Arrepentí
2019/08/01,hk,80,26569,Joey Yung,"cantopop, c-pop",235781,False,心之科學
2013/09/08,de,14,242362,John Newman,dance pop,239894,False,Love Me Again
2016/12/15,mt,189,1373,Kiiara,"pop, indie poptimism, alt z, electropop, dance pop, post-teen pop",225882,False,Gold
2013/10/27,lv,2,3826,Avicii,"pop rap, dance pop, pop dance, edm, pop",233346,False,You Make Me
2018/03/15,mx,137,385168,Alejandro Fernández,"rock en espanol, mexican pop, latin pop, musica mexicana, latin arena pop, ranchera, mariachi",231773,False,Me Dediqué a Perderte
2014/03/23,uy,7,1923,Imagine Dragons,"modern rock, rock",175200,False,Demons
2015/12/24,lv,152,3000,Jane Monheit,"contemporary vocal jazz, vocal jazz, lounge, adult standards",122160,False,The Man With The Bag
2021/03/11,za,136,21402,"SHELOVESKAMO, ""Chcco"", Crush",amapiano,383152,True,you my baby
2018/07/26,ar,68,256815,"Luis Fonsi, Stefflon Don","puerto rican pop, uk dancehall, dancehall queen, rap, dancehall, latin pop, uk hip hop",200346,False,Calypso
2016/05/12,ch,37,57185,"Major Lazer, MØ, DJ Snake","pop rap, pop, danish pop, moombahton, uk pop, pop dance, electro house, electronic trap, electropop, dance pop, tropical house, edm",176561,False,Lean On (feat. MØ & DJ Snake)
2021/03/04,ec,198,30641,Harry Styles,pop,207133,False,Adore You
2015/07/23,co,227,3467,Icona Pop,"candy pop, dance pop, electropop, metropopolis, uk pop, edm, swedish electropop, swedish synthpop, pop",169617,True,Emergency
2017/01/19,gt,26,24953,"Major Lazer, Justin Bieber, MØ","pop rap, pop, canadian pop, danish pop, moombahton, uk pop, pop dance, electro house, electropop, dance pop, tropical house, edm",185351,False,Cold Water (feat. Justin Bieber & MØ)
2018/08/16,cy,80,1458,Childish Gambino,"atl hip hop, pop, hip hop, rap",213600,False,Summertime Magic
2022/03/17,br,25,2986372,"Marília Mendonça, Maiara & Maraisa","sertanejo, sertanejo universitario, arrocha, sertanejo pop",196209,False,Presepada
2014/12/07,hn,94,1518,Pharrell Williams,"pop rap, hip hop",233305,False,Happy
2021/07/22,sk,45,23276,Doja Cat,"dance pop, pop",210560,True,Need to Know
2021/08/12,za,58,37974,"Travis Scott, HVME","slap house, rap",162802,True,Goosebumps - Remix
2022/09/08,ma,104,19234,The Weeknd,"canadian contemporary r&b, pop, canadian pop",260253,False,Die For You
2019/12/05,hu,98,23037,Paul McCartney,"folk rock, album rock, mellow gold, rock, art rock, soft rock, classic rock, beatlesque",227653,False,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version
2020/08/27,lu,101,4053,Billie Eilish,"art pop, pop, electropop",194087,False,bad guy
2015/10/29,sk,102,1858,James Bay,"neo mellow, pop, uk pop",238746,False,Hold Back The River
2021/08/05,hk,69,42986,Panther Chan,cantopop,257670,False,我想和你好好的
2021/05/13,kr,65,15419,BTS,"k-pop, k-pop boy group",214620,False,Film out
2019/10/03,bg,68,6494,A$AP Rocky,"hip hop, east coast hip hop, rap",187105,True,Babushka Boi
2021/06/10,at,187,33165,"187 Strassenbande, Bonez MC, LX, Sa4","german underground rap, hamburg hip hop, german hip hop, deep german hip hop",193717,True,Verpennt
2016/05/12,uy,144,5442,"Marama, Rombai",cumbia pop,140495,False,Te Conozco
2020/04/30,hk,110,23482,C AllStar,cantopop,255013,False,再不再見
2019/03/14,at,196,25022,"Kontra K, RAF Camora","german hip hop, christlicher rap",233698,False,Fame (feat. RAF Camora)
2016/01/14,my,101,15667,"Macklemore & Ryan Lewis, Grandmaster Melle Mel, Eric Nally, Grandmaster Caz, Kool Moe Dee","pop rap, gangster rap, pop, new jack swing, old school hip hop, hip house, hip hop, seattle hip hop, harlem hip hop, dance pop, bronx hip hop, electro, east coast hip hop, rap",292593,True,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)"
2019/05/23,cz,125,24239,"Maroon 5, Cardi B","dance pop, pop, rap",235545,True,Girls Like You (feat. Cardi B) - Cardi B Version
2022/02/03,gr,182,32963,The Neighbourhood,"modern alternative rock, modern rock, pop, shimmer pop",260173,False,Daddy Issues
2019/10/31,es,65,535941,"Farruko, Ozuna, Lunay, Sech, Sharo Towers","latin hip hop, reggaeton, puerto rican pop, panamanian pop, latin pop, reggaeton flow, trap latino",270186,False,Nadie (feat. Sech & Sharo Towers) - Remix
2021/04/01,hn,152,12925,Ariana Grande,"dance pop, pop",172324,True,positions
2019/06/06,il,67,24166,Nathan Goshen,israeli pop,199406,False,באתי לחלום
2022/02/17,is,105,6288,The Weeknd,"canadian contemporary r&b, pop, canadian pop",215626,True,Save Your Tears
2022/06/23,ar,179,241639,"Bad Bunny, Jhay Cortez","reggaeton flow, reggaeton, trap latino",205090,True,DÁKITI
2014/01/05,se,29,279033,"Lana Del Rey, Cedric Gervais","edm, pop, electro house, art pop, house",214912,False,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] - Cedric Gervais Remix
2017/03/02,uy,52,22090,"Sebastian Yatra, Nacho, Wisin","reggaeton, latin hip hop, pop venezolano, dominican pop, latin pop, reggaeton colombiano, colombian pop, trap latino",223613,False,Alguien Robo
2016/10/06,us,139,1086766,Post Malone,"melodic rap, dfw rap, rap",256533,True,White Iverson
2022/01/27,ar,100,329908,"The Kid LAROI, Justin Bieber","australian hip hop, pop, canadian pop",141805,True,STAY (with Justin Bieber)
2021/05/13,br,83,1162229,Os Barões Da Pisadinha,"piseiro, arrocha, forro",201973,False,Esquema Preferido - Ao Vivo
2017/01/12,do,121,7752,"Gente De Zona, Marc Anthony","tropical, latin hip hop, cubaton, latin pop, modern salsa, salsa",203049,False,La Gozadera
2020/05/14,ie,4,299380,Drake,"canadian pop, toronto rap, canadian hip hop, hip hop, rap",247058,True,Toosie Slide
2018/11/08,be,113,44610,TOTO,"album rock, mellow gold, rock, soft rock, yacht rock, classic rock",295893,False,Africa
2016/03/03,br,30,351041,Biel,"funk ostentacao, funk carioca",164145,False,Química
2016/06/30,hk,171,10437,TAEYEON,"k-pop, pop",207777,False,Why
2015/12/10,nz,142,18536,Travis Scott,"slap house, rap",262693,True,Antidote
2017/08/17,my,186,26947,Aizat Amdan,"malaysian indie, malaysian pop",213883,False,Jangan Menangis
2020/03/19,ro,14,41479,Travis Scott,"slap house, rap",175720,True,HIGHEST IN THE ROOM
2018/05/03,ee,135,4135,"Logic, Marshmello","pop rap, progressive electro house, pop, conscious hip hop, pop dance, dmv rap, dance pop, edm, brostep, hip hop, rap",204746,True,Everyday
2022/01/13,global,189,5426660,"Baby Keem, Kendrick Lamar","conscious hip hop, west coast rap, hip hop, rap",252262,True,family ties (with Kendrick Lamar)
2019/06/27,au,90,302337,KIAN,australian pop,215653,False,Waiting
2019/02/07,py,128,14458,"Post Malone, 21 Savage","atl hip hop, melodic rap, dfw rap, rap",218146,True,rockstar (feat. 21 Savage)
2019/09/26,pe,59,163895,Sebastian Yatra,"reggaeton colombiano, colombian pop",201626,False,Cristina
2014/12/07,mx,109,89789,Palisades,"post-screamo, metalcore, trancecore",249260,False,Happy
2020/07/23,cl,18,629946,"El Alfa, Chael Produciendo","trap latino, dembow, rap dominicano, reggaeton",178407,False,Singapur
2021/03/18,nl,176,173545,Suzan & Freek,"dutch rock, dutch pop",205714,False,Als Het Avond Is
2016/07/21,no,197,54495,John Legend,"pop, pop soul, urban contemporary, neo soul, r&b",269560,False,All of Me
2022/02/24,es,20,1253632,"C. Tangana, NATHY PELUSO","urbano espanol, rap latina, r&b en espanol",239925,False,Ateo
2022/04/14,lt,9,26321,"Imagine Dragons, JID, Arcane, League of Legends","speedrun, modern rock, video game music, rock, hip hop, rap",173381,False,Enemy (with JID) - from the series Arcane League of Legends
2017/03/30,mx,152,292428,"Cosculluela, Nicky Jam","trap latino, reggaeton flow, latin hip hop, reggaeton",276688,False,Si me dices que sí (feat. Nicky Jam)
2016/09/08,ar,62,167504,Rihanna,"pop, dance pop, barbadian pop, urban contemporary",191600,True,Needed Me
2014/12/28,at,75,8585,Mark Forster,german pop,181173,False,Flash mich
2019/06/27,sv,188,7983,Alejandro Fernández,"rock en espanol, mexican pop, latin pop, musica mexicana, latin arena pop, ranchera, mariachi",231773,False,Me Dediqué a Perderte
2016/05/12,bo,187,2302,Hozier,"pop, irish singer-songwriter",241688,False,Take Me To Church
2018/05/03,do,187,6896,"Chino & Nacho, Daddy Yankee","latin hip hop, reggaeton, latin pop, electro latino, tropical, trap latino",247493,False,Andas En Mi Cabeza
2017/09/28,de,178,245396,"Gentleman, Sean Paul","german reggae, dance pop, pop rap, dancehall, cologne hip hop, german hip hop, reggae fusion",233760,False,Ovaload
2020/09/03,global,140,5427778,"Kygo, OneRepublic","pop, piano rock, pop dance, tropical house, edm",199549,False,Lose Somebody
2014/12/07,pl,93,20180,Deorro,"dance pop, progressive electro house, edm, pop dance, electro house, melbourne bounce international, melbourne bounce",326887,False,Five Hours
2018/05/31,global,162,4643275,Post Malone,"melodic rap, dfw rap, rap",216746,True,Takin' Shots
2018/10/18,es,102,282559,Danny Ocean,"reggaeton, trap latino, pop venezolano",205714,False,Me Rehúso
2019/08/08,pt,128,33200,Queen,"classic rock, glam rock, rock",354320,False,Bohemian Rhapsody - Remastered 2011
2021/10/28,gr,125,35469,Måneskin,"italian pop, indie rock italiano",194786,True,ZITTI E BUONI
2019/05/23,hn,2,95352,"Lunay, Daddy Yankee, Bad Bunny","reggaeton flow, trap latino, latin hip hop, reggaeton, latin pop",266086,False,Soltera - Remix
2016/11/10,py,200,3916,Andrés Calamaro,"pop argentino, rock en espanol, latin alternative, cantautor, latin rock, argentine rock",277653,False,Flaca
2020/11/05,ee,111,5964,blackbear,"pop rap, pop",185093,True,hot girl bummer
2023/01/26,hu,94,43279,gyuris,"magyar trap, hungarian hip hop",162711,True,new gatti
2018/08/09,at,153,23918,Imagine Dragons,"modern rock, rock",187146,False,Thunder
2018/01/11,ph,15,683268,Moira Dela Torre,opm,269583,False,"Torete - From ""Love You to the Stars And Back"""
2017/11/09,ar,90,168721,"Post Malone, 21 Savage","atl hip hop, melodic rap, dfw rap, rap",218146,True,rockstar (feat. 21 Savage)
2019/03/21,mx,10,2330516,"Sebastian Yatra, Reik","latin arena pop, latin pop, mexican pop, reggaeton colombiano, colombian pop",163813,False,Un Año
2022/04/14,lv,200,6192,"BRANYA, MACAN","russian hip hop, russian gangster rap",141538,False,Пополам
2016/04/14,lv,110,2681,Coldplay,"permanent wave, pop",267866,False,A Sky Full of Stars
2021/05/06,ec,127,37987,Camilo,"reggaeton colombiano, colombian pop",209765,False,Favorito
2022/03/31,cy,30,7920,UZI,turkish trap,119206,True,CINDY
2020/09/24,be,67,92685,Freeze corleone,"rap francais, french hip hop, pop urbaine, melodic drill, drill francais",278560,True,Hors ligne
2020/03/05,mt,113,2760,"Lil Baby, Gunna","melodic rap, atl trap, atl hip hop, trap, hip hop, rap",177314,True,Heatin Up (feat. Gunna)
2018/03/15,sv,141,6377,"Romeo Santos, Ozuna","puerto rican pop, reggaeton, bachata, trap latino",198332,False,Sobredosis (feat. Ozuna)
2018/05/03,do,176,7177,"Jesse & Joy, Gente De Zona","latin hip hop, cubaton, latin arena pop, latin pop, mexican pop",183573,False,3 A.M.
2019/11/28,ph,131,238997,Nina,"dance pop, pop rock, opm",214773,False,Someday
2021/04/08,ru,170,85947,Markul,"russian pop, russian trap, russian hip hop",146800,True,Бумеранг
2018/03/15,ch,200,23603,"Loud Luxury, Brando","pop, covertronica, pop dance, electro house, dance pop, tropical house, pop edm, edm",163216,False,Body (feat. brando)
2017/02/09,lt,125,2814,Urban Cone,swedish indie pop,183987,False,Old School
2022/03/03,hk,127,24144,AGA,cantopop,248551,False,Wonderful U
2018/01/04,sk,63,8143,Maroon 5,pop,190642,False,Wait
2016/12/22,mt,162,1707,Ed Sheeran,"pop, uk pop",258986,False,Photograph
2016/09/29,no,195,59216,"Tungevaag, Raaban","electro house, pop dance, pop edm, edm, dance pop, big room, tropical house, nordic house",218539,False,Magical
2013/09/15,se,43,245756,Imagine Dragons,"modern rock, rock",186813,False,Radioactive
2021/07/08,in,76,405646,"Sachet Tandon, Sachet-Parampara","modern bollywood, desi pop",371790,False,"Bekhayali (From ""Kabir Singh"")"
2021/02/04,ni,50,13542,Bad Bunny,"reggaeton, trap latino",191526,False,YO VISTO ASÍ
2013/06/02,ee,10,3141,Justin Timberlake,"dance pop, pop",484146,False,Mirrors
2013/12/08,fr,46,23569,Capital Cities,"modern rock, metropopolis",192789,False,Safe And Sound
2018/11/15,ca,34,518582,Cardi B,"dance pop, pop, rap",183527,True,Money
2022/04/21,lv,78,8890,"Coolio, L.V.","gangster rap, g funk, west coast rap, hip hop, rap",240693,False,Gangsta's Paradise
2020/01/02,jp,134,102149,Little Glee Monster,"j-pop girl group, j-poprock, j-pop",216213,False,ECHO
2020/06/11,hu,178,16005,Bsw,"hungarian pop, hungarian edm, hungarian hip hop, magyar trap",263571,True,Soha Nem Elég
2018/08/09,it,176,214184,Irama,"italian pop, italian adult pop",227626,False,Un giorno in più
2016/09/08,se,76,205664,Alessia Cara,"pop, canadian pop, canadian contemporary r&b, uk pop, electropop, dance pop, post-teen pop",230226,False,Scars To Your Beautiful
2019/12/19,it,85,547594,FSK SATELLITE,"trap italiana, italian hip hop",156421,True,LA PROVA DEL CUOCO
2017/02/02,sg,44,89599,Ed Sheeran,"pop, uk pop",258986,False,Photograph
2022/09/01,pt,144,52038,The Weeknd,"canadian contemporary r&b, pop, canadian pop",215626,True,Save Your Tears
2014/12/14,ph,19,129377,"Ariana Grande, Zedd","pop rap, pop, complextro, post-teen pop, pop dance, electro house, tropical house, electropop, dance pop, german techno, edm",214693,False,Break Free
2021/08/26,be,145,53410,Post Malone,"melodic rap, dfw rap, rap",184213,True,Motley Crew
2020/11/05,ec,65,69058,Bad Bunny,"reggaeton, trap latino",163084,True,La Difícil
2021/12/09,fi,101,56704,BEHM,"finnish pop, finnish dance pop",207404,False,Lupaan
2021/02/11,in,20,783447,"DIVINE, MC Altaf, Stylo G, Phenom","desi trap, dancehall, desi hip hop, uk dancehall, hindi hip hop",192923,False,Mirchi
2022/07/14,ni,55,21009,Calibre 50,musica mexicana,255640,False,Si Te Pudiera Mentir
2019/09/26,pe,90,124681,Daniela Darcourt,"modern salsa, pop peruano, salsa peruana",268213,False,Adiós Amor
2021/05/13,ni,151,6791,J Balvin,"reggaeton colombiano, trap latino, reggaeton",157320,False,Tu Veneno
2021/01/14,nl,59,338884,BTS,"k-pop, k-pop boy group",199053,False,Dynamite
2021/04/01,ma,91,25365,"LFERDA, Ali Ssamid","north moroccan rap, rap maroc, arabic hip hop, moroccan pop",199505,True,TGV
2014/05/04,uy,50,1258,5 Seconds of Summer,"pop, boy band, post-teen pop, dance pop, uk pop",202496,False,She Looks So Perfect
2019/08/22,hu,62,22811,"Tiësto, Jonas Blue, Rita Ora","house, pop rap, tropical house, slap house, dance pop, electropop, pop dance, brostep, uk pop, edm, uk dance, dutch edm, big room, post-teen pop, trance, pop",198995,False,Ritual
2016/04/07,lv,127,2557,Jason Derulo,"pop rap, pop, dance pop, edm, post-teen pop",200492,True,Get Ugly
2019/08/22,de,156,478656,"Farid Bang, French Montana, Khaled","rai, southern hip hop, classic arab pop, rap, pop rap, gangster rap, hip hop, trap, german hip hop",159800,True,Maghreb Gang (feat. French Montana & Khaled)
2018/01/25,pt,147,23728,"Famous Dex, A$AP Rocky","vapor trap, drill, southern hip hop, chicago rap, underground hip hop, viral rap, hip hop, trap, east coast hip hop, rap",191251,True,PICK IT UP (feat. A$AP Rocky)
2022/04/07,sv,22,64707,"Alejo, Feid, ROBI","reggaeton, reggaeton colombiano, trap latino, colombian pop, pop reggaeton",240413,True,Pantysito
2014/12/07,us,187,387906,"B.o.B, Trey Songz","pop rap, urban contemporary, dance pop, atl hip hop, hip pop, trap, hip hop, r&b, southern hip hop, rap, pop",215508,True,Not for Long (feat. Trey Songz)
2017/01/05,fr,63,285625,PNL,"french hip hop, pop urbaine",234160,False,Dans la légende
2019/06/20,tw,120,42124,"Ellie Goulding, Diplo, Swae Lee","pop, melodic rap, ninja, indietronica, moombahton, uk pop, post-teen pop, metropopolis, electro house, house, electropop, pop dance, dance pop, tropical house, trap, edm",182623,True,Close To Me (with Diplo) (feat. Swae Lee)
2020/10/01,th,194,54241,MEAN,thai pop,195143,False,หมายความว่าอะไร
2017/11/16,us,173,1361581,Trippie Redd,"trap, melodic rap, rap",143969,True,Love Scars
2021/07/01,ee,196,4717,"MORGENSHTERN, Imanbek, Fetty Wap, KDDK","electro house, pop dance, slap house, southern hip hop, new jersey rap, trap, edm, dance pop, russian hip hop, pop, rap, pop rap, tropical house, russian trap",151200,True,Leck (feat. KDDK)
2019/12/12,ro,12,41770,"Shawn Mendes, Camila Cabello","viral pop, pop, canadian pop, uk pop, dance pop, post-teen pop",190799,False,Señorita
2022/10/20,lu,132,4230,Ed Sheeran,"pop, uk pop",209026,False,Celestial
2023/04/06,sa,55,20571,"Metro Boomin, Future, Don Toliver","atl hip hop, southern hip hop, trap, rap",199920,True,Too Many Nights (feat. Don Toliver & with Future)
2022/03/03,co,36,301918,"J Balvin, Maria Becerra","trap latino, reggaeton, latin pop, reggaeton colombiano, pop argentino",217773,False,Qué Más Pues?
2021/09/23,no,72,118739,Hagle,"norwegian pop rap, norwegian pop",136243,False,Ærmen i kærmen
2019/01/31,bg,59,6478,"A Boogie Wit da Hoodie, Tyga, Offset","pop rap, southern hip hop, melodic rap, dance pop, atl hip hop, trap, hip hop, rap",192779,True,Startender (feat. Offset and Tyga)
2014/12/28,hu,89,5035,"Seth MacFarlane, Sara Bareilles","hollywood, acoustic pop, pop rock, lilith, neo mellow, adult standards, pop",178720,False,"Baby, It's Cold Outside"
2019/10/17,il,95,24131,Osher Cohen,israeli mediterranean,215514,False,אני שונא אותך
2018/12/06,it,185,253951,"Kygo, Sandro Cavazza","pop, pop dance, edm, tropical house, swedish pop",211362,False,Happy Now
2018/06/28,th,112,21378,"Rita Ora, Bebe Rexha, Charli XCX, Cardi B","pop rap, pop, rap, uk pop, post-teen pop, art pop, metropopolis, electropop, dance pop, tropical house, candy pop, edm",221153,True,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)"
2021/08/12,pa,72,22855,Rauw Alejandro,"puerto rican pop, trap latino",208291,True,Sexo Virtual
2020/02/27,is,173,5892,Tame Impala,"australian psych, neo-psychedelic",216320,True,The Less I Know The Better
2021/12/30,us,138,1804495,"Jordan Davis, Luke Bryan","contemporary country, country, country road",167480,False,Buy Dirt
2021/06/03,be,191,53935,"Justin Bieber, benny blanco","pop rap, pop, canadian pop, electropop, dance pop, edm",149297,True,Lonely (with benny blanco)
2022/06/30,ae,92,14146,dhruv,"nyc pop, chill r&b, pop",171743,False,double take
2015/10/15,pa,161,2215,Carlos Vives,"vallenato, tropical, latin pop, colombian pop, champeta",222213,False,Volví a Nacer
2022/05/26,uy,66,35263,Harry Styles,pop,202183,False,Little Freak
2017/04/20,lu,163,1467,"Martin Solveig, Ina Wroldsen","edm, electro house, filter house, pop dance, vocal house, house, tropical house, disco house, norwegian pop, dance pop",202745,False,Places
2017/09/21,sg,40,121411,"J Balvin, Willy William","reggaeton colombiano, reggaeton, trap latino, francoton",189440,False,Mi Gente
2020/02/20,ar,32,678008,Justin Bieber,"pop, canadian pop",208520,False,Yummy
2015/12/03,ca,28,200840,"Rudimental, Ed Sheeran","pop, uk funky, uk pop, pop dance, house, uk dance, dance pop, tropical house, edm",242440,False,Lay It All on Me (feat. Ed Sheeran)
2018/08/16,sk,30,13827,Bebe Rexha,"dance pop, pop, post-teen pop, edm",195519,False,I'm a Mess
2022/01/27,kr,94,14861,"The Weeknd, Tyler, The Creator","pop, canadian pop, canadian contemporary r&b, hip hop, rap",209777,True,"Here We Go… Again (feat. Tyler, the Creator)"
2016/08/18,ch,62,30325,Demi Lovato,"uk pop, dance pop, pop, post-teen pop",193893,False,Body Say
2019/07/25,sa,127,11573,"K-391, Alan Walker, Julie Bergan, SEUNGRI","tropical house, norwegian pop, nordic house, gaming edm, k-pop, electro house, pop dance",210288,False,Ignite (feat. SEUNGRI)
2015/05/14,uy,20,1241,Jason Derulo,"pop rap, pop, dance pop, edm, post-teen pop",207719,False,Want to Want Me
2017/09/28,tr,139,57105,Cardi B,"dance pop, pop, rap",223962,True,Bodak Yellow
2016/06/09,nl,46,338034,Frans,swedish idol pop,184060,False,If I Were Sorry
2019/09/19,id,166,208816,Lukas Graham,"scandipop, pop, danish pop",205440,False,Love Someone
2020/08/13,hu,149,19173,Eminem,"detroit hip hop, hip hop, rap",290320,True,Without Me
2019/05/09,ar,148,157794,Turf,"latin alternative, argentine rock, latin rock, rock nacional, rock en espanol",254146,False,Pasos Al Costado
2020/01/02,es,92,375326,Billie Eilish,"art pop, pop, electropop",245425,False,everything i wanted
